0,1
2015-02-27,"CS @Amb_A_Mohammed: U.S. Trade Rep. Michael Froman, addresses the EAC-US Trade Ministerial meeting, Washington, D.C."
2015-02-27,"CS @Amb_A_Mohammed: SPS deals with standards &amp; rules for preventing the spread of human, animal, &amp; plant disease"
2015-02-27,"CS @Amb_A_Mohammed: CS Amb. Amina Mohamed was represented by Mrs. Phyllis Kandie, CS EAC, Commerce &amp; Tourism"
2015-02-27,"CS @Amb_A_Mohammed: Signing took place in Washington D.C, USA, during the US-EAC Trade Ministerial meeting"
2015-02-26,@Kijomba It is Richard Lemoshira Moi in Algeria. John Lanyasunya went to Canada. There was a change!
2015-02-26,"@UKenyatta is received by Kenyan Amb. to Algeria, R. M. Lemoshira &amp; staff during official opening of Kenya Mission."
2015-02-25,"Kenya, Algeria sign cooperation pact on oil, gas"
2015-02-25,@AMB_A_Mohammed: The countries also signed an Agreement on visa exemption for the holders of diplomatic passports.
2015-02-25,@AMB_A_Mohammed:We welcome Algerian investors to explore opportunities for investment in the area of oil.
2015-02-25,"CS @AMB_A_Mohammed, Ramtane Lamamra signing MoU &amp; Agreement in the presence of H.E @UKenyatta and PM Abdelmalek Sella"
2015-02-25,H.E @UKenyatta accompanied by CS @AMB_A_Mohammed are conducted on a tour of the Mujahid Museum in Algiers.
2015-02-24,"President @UKenyatta arrives in Algiers, Algeria on a state visit. He was greeted by a 21 gun salute."
2015-02-23,Amb. Lemoshira posted to new Kenya mission in Algiers
2015-02-22,CS @Amb_A_Mohammed: Assured the Minister of adequate security &amp; encouraged more tourists into the country
2015-02-22,CS @Amb_A_Mohammed: Hailed partnership in education offered under the German Academic Exchange Service (DAAD)
2015-02-22,CS @Amb_A_Mohammed: Affirmed Kenya’s commitment to deepening bonds of friendship and cooperation with Germany
2015-02-22,"CS @Amb_A_Mohammed: with H.E Dr. Walter-frank Steinmeier, Minister for Foreign Affairs of Germany for bilateral talks"
2015-02-17,@PSCU_Digital: H.E @UKenyatta meets Ms. Nardos Bekele Thomas at Harambee House. CS MFA @AMB_A_Mohammed was present.
2015-02-13,"CS @Amb_A_Mohammed in talk with Ms. Nirmala Sitharaman, India’s Minister of State for Commerce &amp; Industry."
2015-02-12,CS @Amb_A_Mohammed: Attending the Seventh Session of the Kenya &amp; India Joint Trade Committee (JTC)
2015-02-12,"CS @Amb_A_Mohammed: While welcoming this growth, noted with concern that trade was tilted heavily in India's favour"
2015-02-12,CS @Amb_A_Mohammed: Foreign investments in the country have continued to increase in Kenya in recent years
2015-02-12,"CS @Amb_A_Mohammed: Mr. Vinay Kumar, Joint Secretary, Ministry of External Affairs of India addresses business forum"
2015-02-12,CS @Amb_A_Mohammed: Forum provided a platform to network and exchange business ideas with Indian investors
2015-02-12,"CS @Amb_A_Mohammed: With Mr. Vinay Kumar, Joint Secretary, India's Ministry of External Affairs"
2015-02-09,Amb_a_mohammed: I urge international community to contribute $1.8b needed in 2015 to contain humanitarian situation.
2015-02-09,@amb_a_mohammed: Violation of cessation of hostilities pact has exacerbated humanitarian crisis by inhibiting access to displaced persons.
2015-02-09,"CS @amb__mohammed today held bilateral talks with H.E. Hans Brattskar, State Secretary for Foreign Affairs of Norway."
2015-02-07,"CS @AMB_A_Mohammed: African Countries did not sit &amp; wait, they acted by coming together in an unusual way #ebola"
2015-02-07,"CS @AMB_A_Mohammed: we discussed the pending MOUs &amp; Agreements in areas; education, health, trade, agriculture"
2015-02-07,"CS @AMB_A_Mohammed held bilateral talks w/ Belarus Foreign Minister Vladimir Makei on the sideline of #MSC2015,Munich"
2015-02-07,CS @AMB_A_Mohammed :80% of refugees are in LDCs with no financial support to alleviate burden causing security strain
2015-02-07,CS @AMB_A_Mohammed: the Refugee conference noted that Europe has ignored the principle of burden sharing on refugee
2015-02-06,CS @Amb_A_Mohamed:The Munich Security Conference #MSC2015 is a key annual forum for international security community
2015-02-06,"CS @AMB_A_Mohammed arrives for the 51st Munich Security Conference at the Hotel Bayerishcer Hof in Munich,Germany"
2015-02-06,@LokulanL whichever is nearer between Abuja or Khartoum.
2015-02-06,"CS @AMB_A_Mohammed arrives in Munich, Germany where she will attend the 51th Munich Security Conference Feb 6-8,2015"
2015-02-04,@AMB_A_Mohammed with WTO Deputy DG D.P Shark address media on WTO 10th Ministerial Conference slated for Kenya in Dec
2015-02-03,Attn. Media: WTO task force will at 12pm meet CS Amb Amina Mohamed on preparation for MC10 in Nrb @ Foreign Affairs boardroom.
2015-02-03,@amb__mohammed:Kenya is grateful to Iran for the 11km undersea pipeline that now supplies fresh water to Faza Island
2015-02-03,@amb_a_mohammed: Iranian investors are welcome to Kenya one of the most attractive investment destinations in Africa.
2015-02-02,@amb_a_mohammed: We enlist support of Iranian Govt in fighting Al-Shabaab insurgents who continue to be a threat to peace in the region.9/10
2015-02-02,@amb_a_mohammed: Inter'l community must act decisively to stop the bloodshed &amp; achieve durable peace &amp; stability in affected countries. 7/10
2015-02-02,CS @AMB_A_Mohammed: Kenya &amp; Iran enjoy fraternal diplomatic and political ties which date back to 1971. 2/10
2015-02-02,"David Mutemi, representing @amb_a_mohammed at official opening of Sino-Africa training for diplomats in Utalii Hotel."
2015-01-30,"@amb_a_mohammed: Other projects include Outer Space Technologies, PanAfrican E-Network &amp; Single Africa Aviation Mkt."
2015-01-30,CS @amb_a_mohammed: Flagship projects of Agenda 2063 include Integrated High-speed Train Network &amp; the Grand Inga Dam
2015-01-29,Kenya unanimously elected as Vice Chair of African Peer Review Mechanism. APRM is an AU members backed self-monitoring mechanism. #AU2015
2015-01-28,@amb_a_mohammed:Joined fellow foreign ministers for the 54th Extra-Ordinary IGAD Council of Ministers summit in Addis
2015-01-28,@amb_a_mohammed: Discussed reforms on the United Nations Security Council &amp; affirmed need to advance this agenda.
2015-01-27,"@amb_a_mohammed interacts with team of women led by Nyaradzayi Gumbonzvande AU Ambassador, for ending child marriage."
2015-01-27,CS @amb_a_mohammed and Sarna committed to work together in pushing for reforms in the United Nations Security Council.  4/4
2015-01-27,"CS @amb_a_mohammed held talks with Mr. Navtej Sarna, India's Vice-Minister of External Affairs on the sidelines of Africa Union Summit. 1/4"
2015-01-27,CS @amb_a_mohammed: proposed conference aims to set up a peace fund to finance EASF operations. 2/6
2015-01-27,Quinter Magambo approached MFA&amp;IT for help in obtaining her cert. from a college in India after trying since 2012
2015-01-26,"@amb_a_Mohammed with her Danish colleague, Mr. Martin Lidegaard, meet at the sidelines of AU Summit in Addis Ababa."
2015-01-24,CS @Amb_A_Mohammed: Some of the WTO Secretariat Team will be in Nairobi soon to join with the Kenyan MC10 task force
2015-01-24,CS @Amb_A_Mohammed: This is crucial as the world looks to unveil a transformative trade agenda at the WTO MC10.
2015-01-23,PS @Karanjakibicho:Kenya remains committed to enhancing commercial ties w/ Malawi focused on increasing trade volumes
2015-01-20,"""In 2013 the estimated no of Kenyans living abroad was 3M. This is however a mild estimation..."" @AMB_A_Mohammed #MoFA2015"
2015-01-20,"""For the very first time in our history Kenya's Foreign Policy has been published..."" @AMB_A_Mohammed #KenyaForeignPolicy #MoFA2015"
2015-01-20,You can interact with the ongoing conversation on #KenyanForeignPolicy and #MoFA2015
2015-01-20,We also have the Head Of Public Service - Joseph Kinyua on the panel #MoFA2015
2015-01-20,A Panel discussion on the Kenya Foreign Policy and Kenya Diaspora Policy #MoFA2015
2015-01-20,@PSCU_Digital @AMB_A_Mohammed It will be made available on our website and social media platforms as soon as the president launches it
2015-01-20,We will have various tools available for monitoring the implementations of the polices @Karanjakibicho #MoFA2015
2015-01-20,Proudly Kenyan entertainment at the official launch of the Kenya Foreign Policy and Kenya Diaspora Policy #MoFA2015
2015-01-20,"The Cabinet Secretary for Foreign Affairs and International Trade, Amb. (Dr.) Amina C. Muhamed at the…"
2015-01-20,MoFA Kenya Foreign Policy &amp; Diaspora Policy Launch #MoFA2015
2015-01-20,MoFA Kenya Foreign Policy &amp; Diaspora Policy Launch #MoFA2015
2015-01-20,Follow the events of the day here - Ministry of Foreign Affairs 2015 #MoFA2015
2015-01-18,CS @AMB_A_Mohammed: WTO should be strengthened to respond effectively to the dynamics of international trading system
2015-01-18,CS @AMB_A_Mohammed: These initiatives are important &amp; will advance trade and investment liberalization goals
2015-01-18,CS @AMB_A_Mohammed: We have witnessed a proliferation of consultations by a number of WTO members at various levels
2015-01-18,"CS @Amb_A_Mohammed attended the African Trade Ministers’ mini meeting in Cairo, Egypt"
2015-01-17,"CS @AMB_A_Mohammed,with Kenya's Ambassador to Cairo H.E Otieno Joff."
2015-01-14,The Joint Communique issued after the 6th Session of the Kenya-Egypt JCC was read by PS @Karanjakibicho
2015-01-13,H.E Mounir Nour: Egypt is looking forward to signing of commercial agreement w/ Kenya to increase vol. of trade.
2015-01-13,H.E Sameh Shoukry: Egypt wants to learn from Kenya on mobile money transfer &amp; mobile banking.
2015-01-13,"CS @AMB_A_Mohammed: Urged
Egyptian investors to invest in Kenya &amp;
take advantage of lucrative opportunities
available"
2015-01-12,CS @AMB_A_Mohammed: Called for closer collaboration of health practitioners in the prevention &amp; management of cancer
2015-01-12,CS @AMB_A_Mohammed: Kenya is also ready to sign the Kenya/Egypt Bilateral Trade Agreement to boost trade relations
2015-01-10,"Kenya-China bilateral talks were attended by CS @AMB_A_Mohammed, 9 of her colleagues, H.E. Wang Yi, &amp; his delegation"
2015-01-10,AMB_A_Mohammed: Joined IGAD Council of Ministers for a briefing at the Amisom Headquarters in Mogadishu.
2015-01-10,"@DrTedros: Communiqué: 53rd Extra-Ordinary Session of #IGAD Council of Ministers #Mogadishu, #Somalia :"
2015-01-10,"IGAD: @SOPresident, @DrTedros &amp; @AMB_A_Mohammed  Light moment during the Minister's meeting"
2015-01-10,@MoICTKenya: CS MoICT @FredMatiangi  welcomes China Min of Foreign Aff. H.E Wang Yi @AMB_A_Mohammed @dchebitwey
2015-01-10,CS AMB_A_Mohammed: Underlined need to support FGS in establishing local administrations in liberated areas. 12/12
2015-01-10,CS AMB_A_Mohammed: Formation of Regional Administrations should be responsive &amp; sensitive to local demands &amp; contexts. 11/12
2015-01-10,CS AMB_A_Mohammed: Appealed to the international community to support the repatriation exercise. 7/12
2015-01-10,"CS AMB_A_Mohammed: Repatriation will enable them regain their roots, rebuild their lives &amp; reconstruct their country. 6/12"
2015-01-10,CS AMB_A_Mohammed: Appreciated progress being made in voluntary repatriation of refugees back to Somalia. 5/12
2015-01-10,"CS AMB_A_Mohammed: Affirmed Kenya’s unwavering support to peace building, stabilization &amp; state formation in Somalia. 4/12"
2015-01-08,"CS @AMB_A_Mohammed: They have exemplified African solidarity at its very best. As a country, we are proud of them"
2015-01-08,CS @Amb_A_Mohammed: I thank AU for expressing solidarity with affected countries in their hour of need
2015-01-08,CS @Amb_A_Mohammed: Launching pre-deployment training of volunteers Kenya will send to W. Africa to help fight Ebola
2015-01-07,"CS @AMB_A_Mohammed: Kenya stands with President Hollande, the Govt, and people of France as they confront the agents of death &amp; destruction"
2015-01-03,2. The Ministers from Kenya &amp; Rwanda discussed bilateral issues following the Kenya/Rwanda JCC held in Nairobi.
2014-12-22,"CS @AMB_A_Mohammed receives H.E Ali Ahmed Karti, Min. Foreign Affairs of The Republic of The Sudan @ForeignOfficeKE"
2014-12-18,@ConsumersKenya This is a barefaced falsehood! At no time ever has Amb. Amina said that Kenya will take any action against South Sudan.
2014-12-17,CS @AMB_A_Mohammed said the Government will continue to work with #UNHCR in streamlining issues of refugees in Kenya
2014-12-15,President @UKenyatta sees off Ghanaian President @JDMahama after a successful three-day state visit. @AMB_A_Mohammed 
2014-12-11,@amb_a_mohammed: Ease of doing business achieved by creation of one area network between Kenya &amp; Rwanda. Uganda joining in Jan. 2015. 2/3
2014-12-11,@amb_a_mohammed with delegates at Safari Park where 8th Northern Corridor Integration Project Summit is taking place.
2014-12-11,CS @amb_a_mohammed at the Nation Media Group heroes awards gala at Safaripark hotel.
2014-12-10,"Addressing the WTO General Council,CS @AMB_A_Mohammed thanked&amp; confirmed Kenya's acceptance to host 2015 10thWTO MC"
2014-12-10,"@AMB_A_Mohammed with French Amb. to Kenya Remi Marechaux &amp; Deputy Director for EA, Olivier Richard, who called on her"
2014-12-10,WTO General Council will also discuss decision to hold the 10th Ministerial Conference in Kenya &amp; deliberate on Seychelles accession to WTO.
2014-12-08,Kenya wins bid to host 2015 WTO Conference
2014-12-05,"@PSCU_Digital: CS @AMB_A_Mohammed “ we are not done yet, we will pursue the dropping of the  charges of the other cases” #Vindicated"
2014-12-04,@AMB_A_Mohammed with newly accredited Belarus Ambassador to Kenya H.E. Dmitry Kuptel in her MFA office. 4/6
2014-12-03,@Karanjakibicho today met Argentine Amb. to Kenya H.E. Bibiana Jones for consultation on matters of mutual interest
2014-12-03,"H.E. @UKenyatta receives credentials from new Belarus Ambassador to Kenya H.E Dmitry Kuptel at State House, Nairobi."
2014-12-03,"H.E. @UKenyatta receives credentials from new Ambassador of Benin to Kenya H.E Naim Akibou at State House, Nairobi. cc @AMB_A_Mohammed"
2014-12-03,H.E. @UKenyatta received special message from Tanzanian President Kikwete from Foreign Affairs Minister Bernard Membe
2014-12-02,Nyeri Senator Mutahi Kagwe with UAE Amb. Abdul Al-Awadi during UAE's 43rd National Day. Kagwe read GOK statement.
2014-12-02,Africa moves to tap Diaspora remittances
2014-11-29,DOWNALOAD: 3rd #EAC HoS Retreat on Infrastructure Development &amp; Financing #EACat15 @UNCTADKituyi @FrankMatsaert 
2014-11-29,Deputy President @williamsruto: EAC must make sure that there is sufficient energy in the region
2014-11-29,@jumuiya: EAC SG: the objective of the 3rd EAC Infrastructure Retreat is to review the status of implementation of the 2nd Retreat
2014-11-27,CS @AMB_A_Mohammed  &amp; PS @Karanjakibicho at the launch of     UNCTAD 2014 report on Least developed countries.
2014-11-26,CS @AMB_A_Mohammed bids farewell to outgoing Turkish Amb. H.E.@AmbAksoy after a stint in Kenya.
2014-11-26,"@amb_a_mohammed We are almost concluding MoU on Cooperation in Research, Training, and Development in Nuclear Science and Technology. 4/6"
2014-11-24,THE INTERVIEW - Kenyan FM Amina Mohamed: Al Shabaab is 'on the run'
2014-11-21,@amb_a_mohammed Implementation of EAC infrastructure Master Plan a lucrative opportunity. EAC offers large market for goods and services 4/5
2014-11-20,H.E Njeru Githae presented his credentials to President Barack Obama at an Ambassadors' Credentialing Ceremony held at the White House.
2014-11-20,H.E Robinson Githae on the occasion of presentation of letters of credence as Amb of Kenya to US Pres.@BarackObama
2014-11-18,PS @karanjakibicho today met Algeria's Foreign Affairs Secretary General Senouci Bereksi who paid him a courtesy call
2014-11-17,@UKenyatta: We want UN that is capable of securing world peace in a time of unique &amp;unprecedented security challenges
2014-11-17,"@UKenyatta: Within the UN, the Security Council best exemplifies a structure that is not compatible with the current realities of the world."
2014-11-17,@UKenyatta: The United Nations Security Council must be reformed to make Africa’s voice heard at the global body.
2014-11-17,@amb_a_mohammed: We are optimistic our efforts will create sufficient momentum for desired changes at the UNSC. 2/2
2014-11-17,@amb_a_mohammed addresses C10 Ministerial Summit in Nairobi to discuss Africa's position on proposed changes to UNSC.
2014-11-17,@kenyadiplomat: #Kenya takes up the chair of the International Conference on the Great Lakes in January 2016. We will push hard for peace.
2014-11-14,@Amb_a_mohammed:Held consultative meeting with French investors&amp;officials of MEDEF Int. urged them to invest in Kenya
2014-11-13,"CS Amina consulted with Mathias Fekl, French Secretary of State for Investment, Tourism External Trade &amp; Diaspora.1/5"
2014-11-13,"@amb_a_mohammed: Voiced Kenya's concern over declining numbers of French tourists in recent years, blamed on travel advisories 5/6"
2014-11-13,@amb_a_mohammed: Appealed for support of Kenya's candidature for non-permanent seat at UNSC for period 2017/18. 3/6
2014-11-12,@UNFPAKen @KenyaRedCross
2014-11-12,@amb_a_mohammed met Algerian Minister for Energy Youcef Yousfi. Kenya&amp;Algeria will cooperate in capacity building.1/2
2014-11-12,PS @Karanjakibicho urged African Ambassadors to push for knowledge to ensure issues e.g Ebola are factually covered
2014-11-10,@amb_a_mohammed: Kenya is helping stabilise Somalia &amp; South Sudan &amp; calls on Algeria to support this effort.
2014-11-10,@amb_a_mohammed &amp; Bensalah said they will encourage the national assemblies to cooperate in their legislative roles.
2014-11-06,Inside the hall in the Palace in Addis Ababa where the 28th IGAD Extra-ordinary Summit on South Sudan took place.
2014-11-06,"International partners too, should provide sustained support to peace and humanitarian initiatives in South Sudan 7/7 @amb_a_mohammed"
2014-11-06,Unrelenting efforts by regional leaders to move the South Sudan peace process forward is encouraging 5/7 @amb_a_mohammed @igadcewarn
2014-11-06,There is also need to shore up the waning political will for a political deal in South Sudan. 4/7 @amb_a_mohammed @igadcewarn
2014-11-06,"Today, there is need to urgently address the developing humanitarian crisis in South Sudan . 3/7 cc @amb_a_mohammed @igadcewarn"
2014-11-06,Consulting: H.E @UKenyatta with Ethiopia's PM Hailemariam Dessalegn ahead IGAD Summit today in Addis. @AMB_A_Mohammed
2014-11-06,@rickymeez Today. One day business.
2014-11-06,H.E. @UKenyatta &amp; other leaders from IGAD are expected to attend together with President Salva Kirr &amp; Dr. Riek Machar @AMB_A_Mohammed
2014-11-05,@karanjakibicho meets Egyptian ambassador to Kenya H.E. Fathi Adbel-Motelib.They discussed matters of mutual interest
2014-11-03,"American company- Honeywell- with interests in energy,security automation plans to set up regional H/Q in Nairobi 1/3"
2014-11-03,CS @AMB_A_Mohammed said the task force Immediate objective is to address challenges facing Kenyan migrant workers
2014-11-03,CS @AMB_A_Mohammed &amp; Labour CS Kazungu Kambi inaugurates task force to review administration of labour migration
2014-11-03,"CS @amb_a_mohammed ""Kenya is committed to regional peace, unity &amp; cooperation with all its neighbours""."
2014-11-01,@adongoa We released the story. We are now monitoring usage in the media hence the tweet!
2014-11-01,"@Amb_a_mohammed addresses business forum attended by Karel de Gucht, EU outgoing Commissioner for trade 1/7"
2014-11-01,@Amb_a_mohammed: De Gucht said he comes to Nairobi to celebrate recently concluded successful EPA between EU &amp;EAC 3/7
2014-10-31,"@UKenyatta, @WilliamsRuto with EU Trade Commissioner Karel de Gucht, after holding talks at State House Nairobi."
2014-10-30,@Amb_Dr_Sang @penganga rectified
2014-10-30,@amb_a_mohammed Service will enable faster &amp; more reliable intelligence gathering and disable corrupt networks.7/8
2014-10-30,"@amb_a_mohammed The Project, branded Umoja Kenya, is the cornerstone of  digital transformation of our government.4/8"
2014-10-29,"""@Karanjakibicho: The continent has lost a great son and charismatic leader. RIP President Sata. Kenya will always remember you."""
2014-10-29,@AMB_A_Mohammed:will continue to engage at all levels globally with a view to strengthen Kenya's economic cooperation
2014-10-29,@amb_a_mohammed arrives at Intercontinental Hotel for the launch of MOFAIT 2014-2018 Strategic Plan.
2014-10-27,@AMB_A_Mohammed commended #RCRC &amp; @Abbas_Gullet for effectively responding to disasters in the country
2014-10-25,The workshop aim is to develop guidelines on the conduct Kenya's foreign relations in the context of devolved government 3/4
2014-10-24,@amb_a_mohammed: Pleased to announce appointment of Dr. Josephine R. M. Ojiambo as the Dep Secretary-General at Commonwealth Secretariat.1/2
2014-10-24,"@AMB_A_Mohammed: Dr. Ojiambo will oversee Political, human rights, rule of law and communications work of the Secretariat. 2/2"
2014-10-24,@AMB_A_Mohammed:Her creative approach to critical challenges is proof that one person’s ingenuity can change a Nation
2014-10-23,H.E Daniel Jean thanked Gov't for its efforts in the war against terrorism and promised support in capacity building.
2014-10-22,"CS Fred Matiangi welcomes delegates at 2014 Plenipotentiary Conference to luncheon hosted by Kenya in Busan, Korea."
2014-10-21,@AMB_A_Mohammed: Evacuation arrangements have taken long due to logistical issues as well as precautionary measures that had to be taken 2/4
2014-10-17,Clarification: All five EA Community partner states including Tanzania have initialed #EPAs. @amb_a_mohammed @karanjakibicho @protester
2014-10-16,Amb_a_mohammed Summit seeks to influence implementation of policies that can transform economies of EAC 6/8
2014-10-16,"Amb_a_mohammed was in Kigali, Rwanda, today to attend the sixth East Africa Business Summit 1/8"
2014-10-14,"@amb_a_mohammed met Iranian amb. to Kenya H.E.Malek Hossein Gavzad, discussed upcoming visit to Kenya by Iranian PM."
2014-10-07,Kenya is competing with Turkey to host  the 10th WTO Ministerial Conference. The team visited KICC &amp; other facilities
2014-10-02,@AMB_A_Mohammed with Central Bank Governor Prof Njuguna Ndungu in Dubai attending African Global Business Forum.
2014-10-02,CS @AMB_A_Mohammed is in Dubai for the African Global Business Forum.
2014-10-02,@karanjakibicho met Sri Lankan HC to Kenya Vadivel Krishnamoorthy &amp;discussed implementation of signed MOUs/agreements
2014-10-01,"Good work by @Kenya_Airports. Watch the JKIA 'One Year After' Documentary on the link below
http://t.co/o37NoK3Kq4"
2014-09-30,@Amb_a_Mohammed presides over official launch Moi University Executive Masters of Arts in Diplomacy &amp; Foreign Policy.
2014-09-30,and equip students with problems solving skills and techniques for overall national development 3/3
2014-09-28,@amb_a_mohammed in a meeting with her New Zealand counterpart Murray McCully agreed to forge strong partnership 1/5
2014-09-28,@Amb_a_Mohammed: a meeting of senior officials should be held next week to iron out outstanding issues. 2/4
2014-09-28,@Amb_a_Mohammed while meeting with EU Africa MD Nick Westcott agreed to conclude EPAs negitiation before Oct. 1. 1/4
2014-09-28,@Amb_a_Mohammed: Kenya can benefit from New Zealand's experience in energy sector especially geothermalpower gen. 2/5
2014-09-27,"@Amb_a_Mohammed, EU Managing Director for Africa Nick Westcott &amp; Amb. Ndirangu discuss EPAs #UNGA2014 @karanjakibicho"
2014-09-26,H.E. @Ukenyatta &amp; Sri Lankan President Rajapaksa hold bilateral talks at the sidelines of #UNGA2014. @Amb_a_Mohammed.
2014-09-26,The First Couples of Kenya and United States pose for a photo
2014-09-25,@AMB_A_Mohammed representing @Ukenyatta at the Corporate Council on Africa luncheon in New York City. #UNGA2014
2014-09-24,Kenyan Exporters Asks EU to Speed Up New Trade Pact
2014-09-24,@MateHabiby @AMB_A_Mohammed The ministry will make a follow up. Thank you
2014-09-23,@amb_a_mohammed arrived in New York City this afternoon to join @Ukenyatta at UN General Assembly #UNGA2014.
2014-09-23,H.E. @Ukenyatta calls on developed countries to proactively approach the issue of climate change by taking the lead.
2014-09-23,H.E. @Ukenyatta fellows proceedings at the Climate Summit plenary for Heads of State &amp; Government.  #UNGA2014
2014-09-23,H.E. @UKenyatta hosted a high-level meeting on Health Financing whose theme was ‘Domestic Financing for Health’
2014-09-22,"H.E. @Ukenyatta: We have to be innovative to fund health; trust funds, social insurance &amp; other innovative financing must be initiated."
2014-09-22,H.E. @Ukenyatta: Free maternity in public hospitals in Kenya has seen 60% of women deliver safely under care of medical personnel.
2014-09-22,H.E. @Ukenyatta: Kenya spends 2% of GDP on management of HIV/Aids.
2014-09-21,"CS @AMB_A_Mohammed Amina, @Karanjakibicho briefing the media on EAC Council of Ministers EPAs meeting held in Arusha."
2014-09-19,CS @AMB_A_Mohammed who was the chief guest shared her personal/public life with the ladies
2014-09-17,"Lord Mayor of the City of London, Fiona Woolf, is leading a powerful business delegation to Kenya @AMB_A_Mohammed 2/2"
2014-09-17,Africa Union Commission of Inquiry on South Sudan (AUCISS) today briefed @amb_a_mohammed on progress of their work1/3
2014-09-17,Foreign Service Institute Director Amb. Simon Nabukwesi at induction of newly appointed ambassadors induction.
2014-09-17,PS @karanjakibicho addressing newly appointed ambassadors at opening of their 3-week induction in Safari Park Hotel
2014-09-16,"Kenya to Increase Bilateral Relations With Equatorial Guinea, President Kenyatta Says"
2014-09-15,@UKenyatta with other Heads of State &amp; UNESCO DG Irina Bokova during the UNESCO-Equatorial Guinea Science awards
2014-09-15,President Kenyatta received by Equatorial Guinea President Teodoro Nguema Mbasogo at Malabo International Airport.
2014-09-14,H.E. @UKenyatta today met with Unilever CEO Paul Polman &amp; his delegation who paid him a courtesy call at State House
2014-09-13,@amb_a_mohammed last evening hosted visiting Qatar Transport Minister Jassim Seif Ahmed AlSulaiti to dinner at Serena
2014-09-13,Kenya &amp; Argentina signed two MOUs on establisment of mechanism of regular pilitical consultations; and 1/2
2014-09-10,"H.E. Uhuru Kenyatta receives credentials of H.E  Bayani V. Mangibin, new High Commissioner of Philippines to Kenya."
2014-09-10,"H.E. Uhuru Kenyatta  receives credentials from H.E Dr. Harald Gunther, new ambassador of Austria to Kenya."
2014-09-05,"amb_a_mohammed, The need for effective &amp; systematic leadership development in Africa is higher than ever before 5/7"
2014-09-03,"In Kenya IFRC local affiliate, Kenya Red Cross Society works through network of 70,000 volunteers @amb_a_mohammed 4/6"
2014-09-03,"@amb_a_mohammed hosted, Mr Elhadji As Sy, Secretary General IFRC to a luncheon in a Nairobi hotel 1/6"
2014-08-29,"@UKenyatta met Mckinsey &amp; Company MD Dominic Barton who paid him a courtesy call at State House, Mombasa."
2014-08-29,"@amb_a_mohammed: Predictable financial resources; capacity building, technology transfer &amp; global partnerships required to achieve Goal12/12"
2014-08-29,@amb_a_mohammed: Meaningful progress in addressing climate change possible only if developed countries significantly cut their emissions6/12
2014-08-29,@amb_a_mohammed: Kenya has undertaken a wide range of measures to mitigate &amp; adapt to climate change 5/12
2014-08-28,"@amb_a_mohammed, Trade volumes between Qatar &amp; Kenya have increased from $21m in 2008 to $72m in 2013. 4/12"
2014-08-28,"@amb_a_mohammed, today hosted a breakfast meeting in honor of visiting delegation from Qatar at Kempinski Hotel. 1/12"
2014-08-28,Kenya focuses on external trade to increase exports -
2014-08-27,BASF opens new production plant in Kenya | Capital Business
2014-08-27,"@amb_a_mohammed, My Ministry will soon launch Strategic Plan that will guide implementation of international trade priorities 7/9"
2014-08-27,@amb_a_mohammed investment by BASF will contribute to growth of our economy by generating employment opportunities3/9
2014-08-27,"@amb_a_mohammed, today I presided over the launch of BASF East Africa Construction Chemicals factory in Kenya 1/9"
2014-08-25,"Kenya, Australia, bilateral trade MOU, Kenyan Australian Alumni Association - ABDAS:"
2014-08-21,@dontai89. Yes please. Ask for Public Affairs or Diaspora divisions. You will be assisted.
2014-08-21,@amb_a_mohammed Endorsed proposal to review 2005 MOU on Environmental Cooperation between Kenya and Iran to reflect recent developments 3/4
2014-08-19,"""@KenyaAirways: First, let's understand Ebola: How does Ebola transmit? #EVD. #SafetyFirst"
2014-08-19,Kenya Govt has temporarily suspended entry into Kenya of passengers travelling from &amp; through 3 West African countries affected by Ebola.1/5
2014-08-19,@AMB_A_Mohammed Kenya enjoys strong relations with Iran dating back to 1971 and opened Embassy in Tehran in 1988. 7/7
2014-08-19,@AMB_A_Mohammed Kenya/Iran Joint Commission for Cooperation (JCC) is the framework within which we conduct bilateral relations with Iran 3/7
2014-08-18,@EESLive Website will be up as soon as possible.
2014-08-18,"@amb_a_mohammed, met for consultations with her cabinet colleague Hon. Fred Matiang'i in his Teleposta Office."
2014-08-18,@amb_a_mohammed arrives at Serena Hotel to give keynote address at The 1st Nairobi Ethics Roundtable.
2014-08-07,MFA/IT today held a farewell luncheon for outgoing Kuwait Ambassador to Kenya Amb. Yoqoub Al-Sanad 1/2
2014-08-07,"@amb_a_mohammed in a speech read on her behalf by Amb L. Amayo said Kenya-Kuwait relationship was historical, good2/2"
2014-08-07,H.E. @UKenyatta says his Government will ensure Kenyans living in diaspora vote in the next elections
2014-08-07,"""@PSCU_Digital: #DiasporaKE #InvestInKenya @AMB_A_Mohammed "" we are strengthening labour agreements in host countries"""""
2014-08-06,HE @UKenyatta's interview with @richardquest UHURU KENYATTA INTERVIEW WITH CNN QUEST:
2014-08-05,@AMB_A_Mohammed makes closing remarks at the High Level Private Sector Discussion Forum at the US-Africa Summit 4/5
2014-08-05,"Vimal Shah,Equity Bank CEO, James Mwangi at a High Level Private Sector Panel Discussion at the US-Africa Summit 1/5"
2014-08-05,"CSs Amb. Amina Mohammed, Adan Mohamed and Phylis Kandie in discussion with EAC members on Agoa."
2014-08-05,Ambassador Andrew Young has for decades championed for key partnerships between the US and Africa. @UKenyatta
